date,asset_to_trade_today,side_to_trade,entry_model,playbook_window,sweep_anchor,desired_peer_sweeper,desired_peer_swept,target_refused_level,middle_referee_asset,middle_referee_status,referee_no_conflict,confirmation,one_minute_entry_model,five_minute_entry_model,entry_time,risk_points,hit_1R_speed_bucket,system_v3_target,result_R,MFE_R,MAE_R,management_v3,trade_instruction,invalidations
2024-07-25,NQ,SELL,REVERSAL SELL,09:30-09:45_OPEN_PRESELECTED_CONFIRMATION,PREMARKET,YM,True,True,ES,A_CLEAN_MIDDLE_HOLDS_HIGH,True,IFVG_MSS,1M_SWEEP_SMT_IFVG_TO_MSS,5M_IFVG_TO_MSS,09:41,2.25,FAST_0_2M,3R_FIXED,3.0,137.0,-39.333333333333336,"0-2m to 1R: protect, then 3R/5R possible only if referee stays clean.","Look for peer high sweep, target high refusal, clean referee, then bearish IFVG/MSS.",target sweeps or reclaims refused high; middle/referee confirms against setup; bullish IFVG/MSS before entry; both target and peer sweep same side with no refusal; MSS stop is Q4 large; no IFVG/MSS by cutoff
2024-07-26,YM,BUY,REVERSAL BUY,10:15-11:00_RECHECK,SECONDARY_1030_90M_RECHECK,NQ,True,True,ES,A_CLEAN_MIDDLE_HOLDS_LOW,True,AM_1030_RECHECK,1M_WITH_5M_GATE,5M_MSS_TO_IFVG_RETEST,10:31,28.0,SLOW_15_30M,NO_TRADE_FAILED,-1.0,5.321428571428571,-4.642857142857143,Recheck setup: smaller target first unless 1R is fast and referee clean.,"Look for peer low sweep, target low refusal, clean referee, then bullish IFVG/MSS.",target sweeps or loses refused low; middle/referee confirms against setup; bearish IFVG/MSS before entry; both target and peer sweep same side with no refusal; MSS stop is Q4 large; no IFVG/MSS by cutoff
2024-07-29,NQ,BUY,REVERSAL BUY,PREMARKET_CONTEXT_WAIT_945,OVERNIGHT,YM,True,True,ES,A_CLEAN_MIDDLE_HOLDS_LOW,True,IFVG_MSS,1M_SWEEP_SMT_IFVG_TO_MSS,PB_CONTINUATION_RETEST,10:12,18.75,SLOW_5_10M,NO_TRADE_FAILED,-1.0,1.88,-9.253333333333334,"5m+ or unclear speed: scalp/BE, protect risk.","Look for peer low sweep, target low refusal, clean referee, then bullish IFVG/MSS.",target sweeps or loses refused low; middle/referee confirms against setup; bearish IFVG/MSS before entry; both target and peer sweep same side with no refusal; MSS stop is Q4 large; no IFVG/MSS by cutoff
2024-07-30,NQ,SELL,REVERSAL SELL,10:15-11:00_RECHECK,SECONDARY_1030_90M_RECHECK,YM,True,True,ES,A_CLEAN_MIDDLE_HOLDS_HIGH,True,AM_1030_RECHECK,1M_WITH_5M_GATE,5M_MSS_TO_IFVG_RETEST,10:31,11.0,FAST_0_2M,3R_FIXED,3.0,21.77272727272728,-0.9772727272727272,"0-2m to 1R: protect, then 3R/5R possible only if referee stays clean.","Look for peer high sweep, target high refusal, clean referee, then bearish IFVG/MSS.",target sweeps or reclaims refused high; middle/referee confirms against setup; bullish IFVG/MSS before entry; both target and peer sweep same side with no refusal; MSS stop is Q4 large; no IFVG/MSS by cutoff
2024-07-31,NQ,BUY,CONTINUATION BUY,10:15-11:00_RECHECK,SECONDARY_1030_90M_RECHECK,YM,False,True,ES,A_CLEAN_MIDDLE_HOLDS_LOW,True,AM_1030_RECHECK,1M_DISPLACEMENT_50_RETRACE,5M_MSS_TO_IFVG_RETEST,10:31,2.25,FAST_0_2M,3R_FIXED,3.0,27.666666666666668,-18.88888888888889,"0-2m to 1R: protect, then 3R/5R possible only if referee stays clean.","Look for target strongest/reclaiming anchor, peers failing downside, clean referee, then bullish IFVG/MSS.",target sweeps or loses refused low; middle/referee confirms against setup; bearish IFVG/MSS before entry; both target and peer sweep same side with no refusal; MSS stop is Q4 large; no IFVG/MSS by cutoff
2024-08-01,YM,BUY,REVERSAL BUY,09:30-09:45_OPEN_PRESELECTED_CONFIRMATION,PREMARKET,NQ,True,True,ES,A_CLEAN_MIDDLE_HOLDS_LOW,True,IFVG_MSS,1M_SWEEP_SMT_IFVG_TO_MSS,NO_5M_GATE,09:38,43.0,NO_1R,NO_TRADE_FAILED,-1.0,0.4651162790697674,-18.41860465116279,"No 1R before stop: failed trade, stop trading that idea.","Look for peer low sweep, target low refusal, clean referee, then bullish IFVG/MSS.",target sweeps or loses refused low; middle/referee confirms against setup; bearish IFVG/MSS before entry; both target and peer sweep same side with no refusal; MSS stop is Q4 large; no IFVG/MSS by cutoff
2024-08-02,NQ,SELL,CONTINUATION SELL,10:15-11:00_RECHECK,SECONDARY_1030_90M_RECHECK,YM,False,True,ES,A_CLEAN_MIDDLE_HOLDS_HIGH,True,AM_1030_RECHECK,1M_DISPLACEMENT_50_RETRACE,5M_MSS_TO_IFVG_RETEST,10:31,10.0,FAST_0_2M,3R_FIXED,3.0,11.475,-11.075,"0-2m to 1R: protect, then 3R/5R possible only if referee stays clean.","Look for target weakest/rejecting anchor, peers failing upside, clean referee, then bearish IFVG/MSS.",target sweeps or reclaims refused high; middle/referee confirms against setup; bullish IFVG/MSS before entry; both target and peer sweep same side with no refusal; MSS stop is Q4 large; no IFVG/MSS by cutoff
2024-08-06,NQ,SELL,REVERSAL SELL,09:45-10:15_PRIMARY,ROLLING_15M,YM,True,True,ES,A_CLEAN_MIDDLE_HOLDS_HIGH,False,IFVG_MSS,1M_SWEEP_SMT_IFVG_TO_MSS,PB_CONTINUATION_RETEST,09:46,3.5,FAST_0_2M,1_5R_PARTIAL_BE_OR_2R,0.75,17.142857142857142,-94.85714285714286,"0-2m to 1R: protect, then 3R/5R possible only if referee stays clean.","Look for peer high sweep, target high refusal, clean referee, then bearish IFVG/MSS.",target sweeps or reclaims refused high; middle/referee confirms against setup; bullish IFVG/MSS before entry; both target and peer sweep same side with no refusal; MSS stop is Q4 large; no IFVG/MSS by cutoff
2024-08-07,NQ,SELL,REVERSAL SELL,10:15-11:00_RECHECK,SECONDARY_1030_90M_RECHECK,ES,True,True,YM,B_DIRTY_MIDDLE_SWEEPS_HIGH_REJECTS,True,AM_1030_RECHECK,1M_WITH_5M_GATE,5M_MSS_TO_IFVG_RETEST,10:31,9.0,FAST_0_2M,3R_FIXED,-1.0,11.305555555555555,-11.75,"0-2m to 1R: protect, then 3R/5R possible only if referee stays clean.","Look for peer high sweep, target high refusal, clean referee, then bearish IFVG/MSS.",target sweeps or reclaims refused high; middle/referee confirms against setup; bullish IFVG/MSS before entry; both target and peer sweep same side with no refusal; MSS stop is Q4 large; no IFVG/MSS by cutoff
2024-08-08,NQ,BUY,CONTINUATION BUY,10:15-11:00_RECHECK,SECONDARY_1030_90M_RECHECK,YM,False,True,ES,A_CLEAN_MIDDLE_HOLDS_LOW,True,AM_1030_RECHECK,1M_DISPLACEMENT_50_RETRACE,5M_MSS_TO_IFVG_RETEST,10:31,19.25,SLOW_5_10M,NO_TRADE_FAILED,-1.0,2.7012987012987013,-3.25974025974026,Recheck setup: smaller target first unless 1R is fast and referee clean.,"Look for target strongest/reclaiming anchor, peers failing downside, clean referee, then bullish IFVG/MSS.",target sweeps or loses refused low; middle/referee confirms against setup; bearish IFVG/MSS before entry; both target and peer sweep same side with no refusal; MSS stop is Q4 large; no IFVG/MSS by cutoff
2024-08-09,ES,SELL,CONTINUATION SELL,OTHER_AM_CONTEXT,ROLLING_30M,NQ,False,True,YM,A_CLEAN_REFEREE_NO_CONFLICT,True,IFVG_MSS,1M_DISPLACEMENT_50_RETRACE,5M_MSS_ONLY,10:04,1.75,FAST_0_2M,3R_FIXED,-1.0,5.714285714285714,-13.428571428571429,"0-2m to 1R: protect, then 3R/5R possible only if referee stays clean.","Look for target weakest/rejecting anchor, peers failing upside, clean referee, then bearish IFVG/MSS.",target sweeps or reclaims refused high; middle/referee confirms against setup; bullish IFVG/MSS before entry; both target and peer sweep same side with no refusal; MSS stop is Q4 large; no IFVG/MSS by cutoff
2024-08-12,NQ,BUY,CONTINUATION BUY,10:15-11:00_RECHECK,SECONDARY_1030_90M_RECHECK,YM,False,True,ES,A_CLEAN_MIDDLE_HOLDS_LOW,True,AM_1030_RECHECK,1M_DISPLACEMENT_50_RETRACE,5M_MSS_TO_IFVG_RETEST,10:31,5.25,FAST_0_2M,3R_FIXED,3.0,13.19047619047619,-22.80952380952381,"0-2m to 1R: protect, then 3R/5R possible only if referee stays clean.","Look for target strongest/reclaiming anchor, peers failing downside, clean referee, then bullish IFVG/MSS.",target sweeps or loses refused low; middle/referee confirms against setup; bearish IFVG/MSS before entry; both target and peer sweep same side with no refusal; MSS stop is Q4 large; no IFVG/MSS by cutoff
2024-08-13,YM,SELL,REVERSAL SELL,10:15-11:00_RECHECK,SECONDARY_1030_90M_RECHECK,NQ,True,True,ES,A_CLEAN_MIDDLE_HOLDS_HIGH,True,AM_1030_RECHECK,1M_WITH_5M_GATE,5M_MSS_TO_IFVG_RETEST,10:31,9.0,FAST_0_2M,3R_FIXED,3.0,4.666666666666667,-19.0,"0-2m to 1R: protect, then 3R/5R possible only if referee stays clean.","Look for peer high sweep, target high refusal, clean referee, then bearish IFVG/MSS.",target sweeps or reclaims refused high; middle/referee confirms against setup; bullish IFVG/MSS before entry; both target and peer sweep same side with no refusal; MSS stop is Q4 large; no IFVG/MSS by cutoff
2024-08-14,NQ,SELL,CONTINUATION SELL,09:45-10:15_PRIMARY,ROLLING_15M,YM,False,True,ES,A_CLEAN_REFEREE_NO_CONFLICT,True,IFVG_MSS,1M_DISPLACEMENT_50_RETRACE,5M_IFVG_ONLY,09:47,8.25,FAST_0_2M,3R_FIXED,3.0,20.545454545454547,-13.151515151515152,"0-2m to 1R: protect, then 3R/5R possible only if referee stays clean.","Look for target weakest/rejecting anchor, peers failing upside, clean referee, then bearish IFVG/MSS.",target sweeps or reclaims refused high; middle/referee confirms against setup; bullish IFVG/MSS before entry; both target and peer sweep same side with no refusal; MSS stop is Q4 large; no IFVG/MSS by cutoff
2024-08-16,NQ,SELL,REVERSAL SELL,09:45-10:15_PRIMARY,PREMARKET,YM,True,True,ES,A_CLEAN_MIDDLE_HOLDS_HIGH,True,IFVG_MSS,1M_SWEEP_SMT_IFVG_TO_MSS,5M_50_DISPLACEMENT,09:49,3.5,FAST_0_2M,3R_FIXED,3.0,6.785714285714286,-24.714285714285715,"0-2m to 1R: protect, then 3R/5R possible only if referee stays clean.","Look for peer high sweep, target high refusal, clean referee, then bearish IFVG/MSS.",target sweeps or reclaims refused high; middle/referee confirms against setup; bullish IFVG/MSS before entry; both target and peer sweep same side with no refusal; MSS stop is Q4 large; no IFVG/MSS by cutoff
2024-08-19,NQ,SELL,REVERSAL SELL,09:30-09:45_OPEN_PRESELECTED_CONFIRMATION,OVERNIGHT,YM,True,True,ES,A_CLEAN_MIDDLE_HOLDS_HIGH,True,IFVG_MSS,1M_SWEEP_SMT_IFVG_TO_MSS,PB_CONTINUATION_RETEST,09:39,5.25,FAST_0_2M,3R_FIXED,-1.0,8.714285714285714,-20.047619047619047,"0-2m to 1R: protect, then 3R/5R possible only if referee stays clean.","Look for peer high sweep, target high refusal, clean referee, then bearish IFVG/MSS.",target sweeps or reclaims refused high; middle/referee confirms against setup; bullish IFVG/MSS before entry; both target and peer sweep same side with no refusal; MSS stop is Q4 large; no IFVG/MSS by cutoff
2024-08-22,YM,SELL,CONTINUATION SELL,10:15-11:00_RECHECK,SECONDARY_1030_90M_RECHECK,ES,False,True,NQ,A_CLEAN_MIDDLE_HOLDS_HIGH,True,AM_1030_RECHECK,1M_DISPLACEMENT_50_RETRACE,5M_MSS_TO_IFVG_RETEST,10:31,19.0,SLOW_30M_PLUS,NO_TRADE_FAILED,-1.0,5.052631578947368,-3.947368421052632,Recheck setup: smaller target first unless 1R is fast and referee clean.,"Look for target weakest/rejecting anchor, peers failing upside, clean referee, then bearish IFVG/MSS.",target sweeps or reclaims refused high; middle/referee confirms against setup; bullish IFVG/MSS before entry; both target and peer sweep same side with no refusal; MSS stop is Q4 large; no IFVG/MSS by cutoff
2024-08-26,NQ,SELL,REVERSAL SELL,10:15-11:00_RECHECK,SECONDARY_1030_90M_RECHECK,YM,True,True,ES,A_CLEAN_MIDDLE_HOLDS_HIGH,True,AM_1030_RECHECK,1M_WITH_5M_GATE,5M_MSS_TO_IFVG_RETEST,10:31,0.5,FAST_0_2M,3R_FIXED,3.0,218.5,-38.5,"0-2m to 1R: protect, then 3R/5R possible only if referee stays clean.","Look for peer high sweep, target high refusal, clean referee, then bearish IFVG/MSS.",target sweeps or reclaims refused high; middle/referee confirms against setup; bullish IFVG/MSS before entry; both target and peer sweep same side with no refusal; MSS stop is Q4 large; no IFVG/MSS by cutoff
2024-08-27,NQ,SELL,REVERSAL SELL,09:45-10:15_PRIMARY,PREMARKET,YM,True,True,ES,A_CLEAN_MIDDLE_HOLDS_HIGH,True,IFVG_MSS,1M_SWEEP_SMT_IFVG_TO_MSS,5M_50_DISPLACEMENT,09:49,8.5,FAST_0_2M,NO_TRADE_FAILED,-1.0,1.0294117647058822,-22.91176470588235,"0-2m to 1R: protect, then 3R/5R possible only if referee stays clean.","Look for peer high sweep, target high refusal, clean referee, then bearish IFVG/MSS.",target sweeps or reclaims refused high; middle/referee confirms against setup; bullish IFVG/MSS before entry; both target and peer sweep same side with no refusal; MSS stop is Q4 large; no IFVG/MSS by cutoff
2024-08-29,NQ,BUY,REVERSAL BUY,09:30-09:45_OPEN_PRESELECTED_CONFIRMATION,PREMARKET,YM,True,True,ES,A_CLEAN_MIDDLE_HOLDS_LOW,False,IFVG_MSS,1M_SWEEP_SMT_IFVG_TO_MSS,5M_MSS_ONLY,09:39,5.25,FAST_0_2M,1_5R_PARTIAL_BE_OR_2R,0.75,24.80952380952381,-6.190476190476191,"0-2m to 1R: protect, then 3R/5R possible only if referee stays clean.","Look for peer low sweep, target low refusal, clean referee, then bullish IFVG/MSS.",target sweeps or loses refused low; middle/referee confirms against setup; bearish IFVG/MSS before entry; both target and peer sweep same side with no refusal; MSS stop is Q4 large; no IFVG/MSS by cutoff
2024-09-04,NQ,SELL,REVERSAL SELL,09:30-09:45_OPEN_PRESELECTED_CONFIRMATION,OVERNIGHT,YM,True,True,ES,A_CLEAN_MIDDLE_HOLDS_HIGH,True,IFVG_MSS,1M_SWEEP_SMT_IFVG_TO_MSS,PB_CONTINUATION_RETEST,09:38,12.0,FAST_0_2M,3R_FIXED,-1.0,4.895833333333333,-18.14583333333333,"0-2m to 1R: protect, then 3R/5R possible only if referee stays clean.","Look for peer high sweep, target high refusal, clean referee, then bearish IFVG/MSS.",target sweeps or reclaims refused high; middle/referee confirms against setup; bullish IFVG/MSS before entry; both target and peer sweep same side with no refusal; MSS stop is Q4 large; no IFVG/MSS by cutoff
2024-09-05,NQ,BUY,REVERSAL BUY,09:30-09:45_OPEN_PRESELECTED_CONFIRMATION,OVERNIGHT,YM,True,True,ES,A_CLEAN_MIDDLE_HOLDS_LOW,False,IFVG_MSS,1M_SWEEP_SMT_IFVG_TO_MSS,5M_IFVG_TO_MSS,09:42,1.75,FAST_0_2M,1_5R_PARTIAL_BE_OR_2R,0.75,94.57142857142856,-81.71428571428571,"0-2m to 1R: protect, then 3R/5R possible only if referee stays clean.","Look for peer low sweep, target low refusal, clean referee, then bullish IFVG/MSS.",target sweeps or loses refused low; middle/referee confirms against setup; bearish IFVG/MSS before entry; both target and peer sweep same side with no refusal; MSS stop is Q4 large; no IFVG/MSS by cutoff
2024-09-06,NQ,SELL,CONTINUATION SELL,10:15-11:00_RECHECK,SECONDARY_1030_90M_RECHECK,YM,False,True,ES,A_CLEAN_MIDDLE_HOLDS_HIGH,True,AM_1030_RECHECK,1M_DISPLACEMENT_50_RETRACE,5M_MSS_TO_IFVG_RETEST,10:31,16.75,FAST_0_2M,NO_TRADE_FAILED,-1.0,11.656716417910449,-1.164179104477612,"0-2m to 1R: protect, then 3R/5R possible only if referee stays clean.","Look for target weakest/rejecting anchor, peers failing upside, clean referee, then bearish IFVG/MSS.",target sweeps or reclaims refused high; middle/referee confirms against setup; bullish IFVG/MSS before entry; both target and peer sweep same side with no refusal; MSS stop is Q4 large; no IFVG/MSS by cutoff
2024-09-09,YM,BUY,CONTINUATION BUY,10:15-11:00_RECHECK,SECONDARY_1030_90M_RECHECK,ES,False,True,NQ,A_CLEAN_MIDDLE_HOLDS_LOW,True,AM_1030_RECHECK,1M_DISPLACEMENT_50_RETRACE,5M_MSS_TO_IFVG_RETEST,10:31,8.0,FAST_0_2M,3R_FIXED,3.0,26.0,-7.375,"0-2m to 1R: protect, then 3R/5R possible only if referee stays clean.","Look for target strongest/reclaiming anchor, peers failing downside, clean referee, then bullish IFVG/MSS.",target sweeps or loses refused low; middle/referee confirms against setup; bearish IFVG/MSS before entry; both target and peer sweep same side with no refusal; MSS stop is Q4 large; no IFVG/MSS by cutoff
2024-09-10,YM,SELL,REVERSAL SELL,09:30-09:45_OPEN_PRESELECTED_CONFIRMATION,OVERNIGHT,NQ,True,True,ES,B_DIRTY_MIDDLE_SWEEPS_HIGH_REJECTS,True,IFVG_MSS,1M_SWEEP_SMT_IFVG_TO_MSS,5M_IFVG_TO_MSS,09:34,8.0,FAST_0_2M,3R_FIXED,3.0,39.5,-9.0,"0-2m to 1R: protect, then 3R/5R possible only if referee stays clean.","Look for peer high sweep, target high refusal, clean referee, then bearish IFVG/MSS.",target sweeps or reclaims refused high; middle/referee confirms against setup; bullish IFVG/MSS before entry; both target and peer sweep same side with no refusal; MSS stop is Q4 large; no IFVG/MSS by cutoff
2024-09-12,NQ,BUY,REVERSAL BUY,10:15-11:00_RECHECK,SECONDARY_1030_90M_RECHECK,YM,True,True,ES,A_CLEAN_MIDDLE_HOLDS_LOW,True,AM_1030_RECHECK,1M_WITH_5M_GATE,5M_MSS_TO_IFVG_RETEST,10:31,4.0,FAST_0_2M,3R_FIXED,3.0,12.3125,-23.3125,"0-2m to 1R: protect, then 3R/5R possible only if referee stays clean.","Look for peer low sweep, target low refusal, clean referee, then bullish IFVG/MSS.",target sweeps or loses refused low; middle/referee confirms against setup; bearish IFVG/MSS before entry; both target and peer sweep same side with no refusal; MSS stop is Q4 large; no IFVG/MSS by cutoff
2024-09-13,YM,BUY,REVERSAL BUY,09:30-09:45_OPEN_PRESELECTED_CONFIRMATION,OVERNIGHT,NQ,True,True,ES,A_CLEAN_MIDDLE_HOLDS_LOW,True,IFVG_MSS,1M_SWEEP_SMT_IFVG_TO_MSS,PB_CONTINUATION_RETEST,09:36,18.0,FAST_0_2M,3R_FIXED,-1.0,17.555555555555557,-2.2222222222222223,"0-2m to 1R: protect, then 3R/5R possible only if referee stays clean.","Look for peer low sweep, target low refusal, clean referee, then bullish IFVG/MSS.",target sweeps or loses refused low; middle/referee confirms against setup; bearish IFVG/MSS before entry; both target and peer sweep same side with no refusal; MSS stop is Q4 large; no IFVG/MSS by cutoff
2024-09-18,NQ,BUY,CONTINUATION BUY,09:45-10:15_PRIMARY,PREMARKET,YM,False,False,ES,A_CLEAN_REFEREE_NO_CONFLICT,True,IFVG_MSS,1M_DISPLACEMENT_50_RETRACE,5M_MSS_ONLY,09:45,0.5,FAST_0_2M,3R_FIXED,3.0,67.0,-212.0,"0-2m to 1R: protect, then 3R/5R possible only if referee stays clean.","Look for target strongest/reclaiming anchor, peers failing downside, clean referee, then bullish IFVG/MSS.",target sweeps or loses refused low; middle/referee confirms against setup; bearish IFVG/MSS before entry; both target and peer sweep same side with no refusal; MSS stop is Q4 large; no IFVG/MSS by cutoff
2024-09-19,NQ,BUY,CONTINUATION BUY,10:15-11:00_RECHECK,SECONDARY_1030_90M_RECHECK,YM,False,True,ES,A_CLEAN_MIDDLE_HOLDS_LOW,True,AM_1030_RECHECK,1M_DISPLACEMENT_50_RETRACE,5M_MSS_TO_IFVG_RETEST,10:31,0.25,FAST_0_2M,3R_FIXED,3.0,69.0,-369.0,"0-2m to 1R: protect, then 3R/5R possible only if referee stays clean.","Look for target strongest/reclaiming anchor, peers failing downside, clean referee, then bullish IFVG/MSS.",target sweeps or loses refused low; middle/referee confirms against setup; bearish IFVG/MSS before entry; both target and peer sweep same side with no refusal; MSS stop is Q4 large; no IFVG/MSS by cutoff
2024-09-23,NQ,BUY,REVERSAL BUY,10:15-11:00_RECHECK,SECONDARY_1030_90M_RECHECK,YM,True,True,ES,A_CLEAN_MIDDLE_HOLDS_LOW,True,AM_1030_RECHECK,1M_WITH_5M_GATE,5M_MSS_TO_IFVG_RETEST,10:31,11.5,SLOW_15_30M,NO_TRADE_FAILED,-1.0,2.391304347826087,-4.521739130434782,Recheck setup: smaller target first unless 1R is fast and referee clean.,"Look for peer low sweep, target low refusal, clean referee, then bullish IFVG/MSS.",target sweeps or loses refused low; middle/referee confirms against setup; bearish IFVG/MSS before entry; both target and peer sweep same side with no refusal; MSS stop is Q4 large; no IFVG/MSS by cutoff
2024-09-25,YM,SELL,REVERSAL SELL,10:15-11:00_RECHECK,SECONDARY_1030_90M_RECHECK,NQ,True,True,ES,B_DIRTY_MIDDLE_SWEEPS_HIGH_REJECTS,True,AM_1030_RECHECK,1M_WITH_5M_GATE,5M_MSS_TO_IFVG_RETEST,10:31,5.0,FAST_0_2M,3R_FIXED,3.0,17.4,-6.8,"0-2m to 1R: protect, then 3R/5R possible only if referee stays clean.","Look for peer high sweep, target high refusal, clean referee, then bearish IFVG/MSS.",target sweeps or reclaims refused high; middle/referee confirms against setup; bullish IFVG/MSS before entry; both target and peer sweep same side with no refusal; MSS stop is Q4 large; no IFVG/MSS by cutoff
2024-09-26,ES,SELL,REVERSAL SELL,09:30-09:45_OPEN_PRESELECTED_CONFIRMATION,OVERNIGHT,NQ,False,True,YM,B_DIRTY_MIDDLE_SWEEPS_HIGH_REJECTS,True,IFVG_MSS,1M_SWEEP_SMT_IFVG_TO_MSS,5M_MSS_ONLY,09:44,0.75,FAST_0_2M,3R_FIXED,3.0,36.333333333333336,-8.0,"0-2m to 1R: protect, then 3R/5R possible only if referee stays clean.","Look for peer high sweep, target high refusal, clean referee, then bearish IFVG/MSS.",target sweeps or reclaims refused high; middle/referee confirms against setup; bullish IFVG/MSS before entry; both target and peer sweep same side with no refusal; MSS stop is Q4 large; no IFVG/MSS by cutoff
2024-09-27,NQ,SELL,REVERSAL SELL,09:30-09:45_OPEN_PRESELECTED_CONFIRMATION,OVERNIGHT,YM,True,True,ES,A_CLEAN_MIDDLE_HOLDS_HIGH,True,IFVG_MSS,1M_SWEEP_SMT_IFVG_TO_MSS,PB_CONTINUATION_RETEST,09:38,2.0,FAST_0_2M,3R_FIXED,3.0,58.5,-16.0,"0-2m to 1R: protect, then 3R/5R possible only if referee stays clean.","Look for peer high sweep, target high refusal, clean referee, then bearish IFVG/MSS.",target sweeps or reclaims refused high; middle/referee confirms against setup; bullish IFVG/MSS before entry; both target and peer sweep same side with no refusal; MSS stop is Q4 large; no IFVG/MSS by cutoff
2024-10-02,NQ,BUY,CONTINUATION BUY,10:15-11:00_RECHECK,SECONDARY_1030_90M_RECHECK,ES,False,True,YM,A_CLEAN_MIDDLE_HOLDS_LOW,True,AM_1030_RECHECK,1M_DISPLACEMENT_50_RETRACE,5M_MSS_TO_IFVG_RETEST,10:31,4.75,FAST_0_2M,3R_FIXED,-1.0,18.31578947368421,-4.947368421052632,"0-2m to 1R: protect, then 3R/5R possible only if referee stays clean.","Look for target strongest/reclaiming anchor, peers failing downside, clean referee, then bullish IFVG/MSS.",target sweeps or loses refused low; middle/referee confirms against setup; bearish IFVG/MSS before entry; both target and peer sweep same side with no refusal; MSS stop is Q4 large; no IFVG/MSS by cutoff
2024-10-03,NQ,BUY,REVERSAL BUY,09:45-10:15_PRIMARY,OVERNIGHT,YM,True,True,ES,A_CLEAN_MIDDLE_HOLDS_LOW,True,IFVG_MSS,1M_SWEEP_SMT_IFVG_TO_MSS,5M_IFVG_TO_MSS,09:47,5.0,FAST_0_2M,3R_FIXED,3.0,26.65,-13.6,"0-2m to 1R: protect, then 3R/5R possible only if referee stays clean.","Look for peer low sweep, target low refusal, clean referee, then bullish IFVG/MSS.",target sweeps or loses refused low; middle/referee confirms against setup; bearish IFVG/MSS before entry; both target and peer sweep same side with no refusal; MSS stop is Q4 large; no IFVG/MSS by cutoff
2024-10-07,NQ,BUY,CONTINUATION BUY,10:15-11:00_RECHECK,SECONDARY_1030_90M_RECHECK,ES,False,True,YM,A_CLEAN_MIDDLE_HOLDS_LOW,True,AM_1030_RECHECK,1M_DISPLACEMENT_50_RETRACE,5M_MSS_TO_IFVG_RETEST,10:31,4.5,FAST_0_2M,NO_TRADE_FAILED,-1.0,2.611111111111111,-11.61111111111111,"0-2m to 1R: protect, then 3R/5R possible only if referee stays clean.","Look for target strongest/reclaiming anchor, peers failing downside, clean referee, then bullish IFVG/MSS.",target sweeps or loses refused low; middle/referee confirms against setup; bearish IFVG/MSS before entry; both target and peer sweep same side with no refusal; MSS stop is Q4 large; no IFVG/MSS by cutoff
2024-10-08,NQ,BUY,REVERSAL BUY,09:30-09:45_OPEN_PRESELECTED_CONFIRMATION,PREMARKET,YM,True,True,ES,A_CLEAN_MIDDLE_HOLDS_LOW,False,IFVG_MSS,1M_SWEEP_SMT_IFVG_TO_MSS,5M_IFVG_TO_MSS,09:43,11.25,FAST_0_2M,1_5R_PARTIAL_BE_OR_2R,1.0,15.8,-2.111111111111111,"0-2m to 1R: protect, then 3R/5R possible only if referee stays clean.","Look for peer low sweep, target low refusal, clean referee, then bullish IFVG/MSS.",target sweeps or loses refused low; middle/referee confirms against setup; bearish IFVG/MSS before entry; both target and peer sweep same side with no refusal; MSS stop is Q4 large; no IFVG/MSS by cutoff
2024-10-09,NQ,SELL,REVERSAL SELL,09:45-10:15_PRIMARY,OVERNIGHT,YM,True,True,ES,A_CLEAN_MIDDLE_HOLDS_HIGH,True,IFVG_MSS,1M_SWEEP_SMT_IFVG_TO_MSS,5M_50_DISPLACEMENT,09:47,9.75,FAST_0_2M,3R_FIXED,-1.0,1.794871794871795,-18.94871794871795,"0-2m to 1R: protect, then 3R/5R possible only if referee stays clean.","Look for peer high sweep, target high refusal, clean referee, then bearish IFVG/MSS.",target sweeps or reclaims refused high; middle/referee confirms against setup; bullish IFVG/MSS before entry; both target and peer sweep same side with no refusal; MSS stop is Q4 large; no IFVG/MSS by cutoff
2024-10-11,YM,BUY,REVERSAL BUY,09:30-09:45_OPEN_PRESELECTED_CONFIRMATION,OVERNIGHT,NQ,True,True,ES,A_CLEAN_MIDDLE_HOLDS_LOW,True,IFVG_MSS,1M_SWEEP_SMT_IFVG_TO_MSS,PB_CONTINUATION_RETEST,09:35,13.0,FAST_0_2M,3R_FIXED,3.0,18.76923076923077,-1.4615384615384617,"0-2m to 1R: protect, then 3R/5R possible only if referee stays clean.","Look for peer low sweep, target low refusal, clean referee, then bullish IFVG/MSS.",target sweeps or loses refused low; middle/referee confirms against setup; bearish IFVG/MSS before entry; both target and peer sweep same side with no refusal; MSS stop is Q4 large; no IFVG/MSS by cutoff
2024-10-14,YM,SELL,REVERSAL SELL,09:30-09:45_OPEN_PRESELECTED_CONFIRMATION,OVERNIGHT,NQ,True,True,ES,A_CLEAN_MIDDLE_HOLDS_HIGH,True,IFVG_MSS,1M_SWEEP_SMT_IFVG_TO_MSS,5M_50_DISPLACEMENT,09:33,40.0,NO_1R,NO_TRADE_FAILED,-1.0,0.525,-7.6,"No 1R before stop: failed trade, stop trading that idea.","Look for peer high sweep, target high refusal, clean referee, then bearish IFVG/MSS.",target sweeps or reclaims refused high; middle/referee confirms against setup; bullish IFVG/MSS before entry; both target and peer sweep same side with no refusal; MSS stop is Q4 large; no IFVG/MSS by cutoff
